Date,Open,High,Low,Close,Adj Close,Volume
2017-12-28,295.000000,297.260010,293.049988,294.820007,294.820007,516500
2017-12-29,294.250000,296.170013,286.399994,289.029999,289.029999,1111400
2018-01-02,290.899994,293.140015,289.000000,292.950012,292.950012,1463600
2018-01-03,294.000000,313.200012,293.260010,309.000000,309.000000,1957400
2018-01-04,309.029999,310.380005,304.390015,307.109985,307.109985,703300
2018-01-05,310.239990,314.279999,307.589996,313.790009,313.790009,997800
2018-01-08,314.100006,320.100006,312.329987,318.470001,318.470001,1087700
2018-01-09,319.670013,322.179993,318.140015,319.369995,319.369995,681900
2018-01-10,318.940002,328.250000,318.000000,321.799988,321.799988,1154600
2018-01-11,322.609985,328.190002,320.500000,325.500000,325.500000,812900
2018-01-12,326.839996,328.619995,323.070007,327.339996,327.339996,675900
2018-01-16,329.329987,330.940002,324.899994,327.369995,327.369995,706200
2018-01-17,328.000000,339.600006,325.000000,334.630005,334.630005,974100
2018-01-18,334.510010,341.500000,332.619995,337.529999,337.529999,889000
2018-01-19,339.250000,345.880005,338.369995,343.869995,343.869995,1153000
2018-01-22,340.000000,340.260010,329.309998,330.000000,330.000000,1438700
2018-01-23,330.000000,334.390015,327.989990,328.709991,328.709991,1225200
2018-01-24,329.920013,331.940002,324.269989,329.529999,329.529999,786800
2018-01-25,330.339996,335.179993,329.600006,333.970001,333.970001,573900
2018-01-26,332.559998,332.559998,326.769989,330.230011,330.230011,665600
2018-01-29,327.000000,336.239990,325.000000,332.329987,332.329987,764800
2018-01-30,329.690002,331.190002,313.010010,322.079987,322.079987,1929300
2018-01-31,322.869995,330.000000,321.679993,324.760010,324.760010,737200
2018-02-01,314.059998,315.200012,306.200012,314.720001,314.720001,1646300
2018-02-02,313.809998,317.500000,310.850006,311.640015,311.640015,952000
2018-02-05,310.880005,314.359985,299.170013,300.299988,300.299988,1349300
2018-02-06,296.799988,305.459991,293.549988,304.329987,304.329987,2092200
2018-02-07,273.640015,279.700012,268.040009,272.209991,272.209991,4780600
2018-02-08,270.170013,271.109985,265.000000,266.010010,266.010010,1891100
2018-02-09,266.790009,267.339996,247.520004,255.460007,255.460007,3064600
2018-02-12,257.000000,259.160004,249.309998,254.449997,254.449997,1953500
2018-02-13,254.130005,257.959991,250.630005,251.330002,251.330002,1520300
2018-02-14,281.500000,292.059998,281.000000,289.910004,289.910004,5384600
2018-02-15,291.989990,292.600006,286.160004,286.649994,286.649994,1209000
2018-02-16,287.000000,306.000000,286.760010,305.630005,305.630005,2742400
2018-02-20,304.470001,322.250000,300.000000,317.570007,317.570007,2740600
2018-02-21,318.000000,324.440002,316.010010,320.959991,320.959991,1902900
2018-02-22,320.040009,324.470001,311.670013,313.910004,313.910004,1287400
2018-02-23,316.549988,317.440002,309.170013,315.820007,315.820007,955300
2018-02-26,316.489990,318.739990,311.309998,311.890015,311.890015,911000
2018-02-27,318.859985,330.140015,317.309998,319.149994,319.149994,1749900
2018-02-28,320.200012,325.690002,318.269989,318.410004,318.410004,912600
2018-03-01,318.260010,320.880005,309.070007,313.260010,313.260010,1095800
2018-03-02,310.339996,320.850006,309.029999,319.989990,319.989990,843300
2018-03-05,320.000000,324.820007,318.399994,320.160004,320.160004,790300
2018-03-06,322.250000,322.739990,315.160004,318.040009,318.040009,535300
2018-03-07,315.859985,320.089996,314.880005,319.950012,319.950012,384700
2018-03-08,321.000000,324.779999,315.950012,321.859985,321.859985,537300
2018-03-09,323.260010,323.410004,319.500000,322.160004,322.160004,567200
2018-03-12,323.000000,328.450012,321.739990,323.760010,323.760010,628500
2018-03-13,324.260010,328.910004,323.369995,326.799988,326.799988,663300
2018-03-14,327.390015,327.510010,318.000000,319.660004,319.660004,764500
2018-03-15,319.679993,327.000000,317.790009,318.910004,318.910004,786600
2018-03-16,319.100006,325.119995,318.950012,320.200012,320.200012,726800
2018-03-19,319.779999,321.880005,314.049988,316.799988,316.799988,551200
2018-03-20,316.750000,322.720001,315.000000,320.170013,320.170013,548000
2018-03-21,320.940002,339.200012,320.320007,334.519989,334.519989,1378500
2018-03-22,330.279999,344.339996,329.000000,336.709991,336.709991,1541300
2018-03-23,337.230011,339.399994,321.260010,322.299988,322.299988,1050600
2018-03-26,327.390015,329.000000,321.059998,327.859985,327.859985,690400
2018-03-27,329.899994,333.209991,321.029999,322.959991,322.959991,598700
2018-03-28,322.000000,323.920013,316.220001,319.510010,319.510010,516000
2018-03-29,319.950012,327.390015,319.950012,323.109985,323.109985,532700
2018-04-02,322.239990,323.549988,307.700012,311.160004,311.160004,819400
2018-04-03,311.549988,317.809998,311.000000,316.660004,316.660004,598600
2018-04-04,313.950012,328.029999,312.510010,325.839996,325.839996,690300
2018-04-05,326.100006,334.059998,325.190002,327.709991,327.709991,599800
2018-04-06,325.089996,328.070007,315.679993,318.070007,318.070007,633600
2018-04-09,320.089996,321.709991,316.880005,317.100006,317.100006,514500
2018-04-10,319.890015,323.799988,315.769989,321.769989,321.769989,595200
2018-04-11,321.450012,331.910004,320.579987,321.750000,321.750000,667800
2018-04-12,323.649994,327.690002,319.700012,325.079987,325.079987,618200
2018-04-13,328.399994,328.399994,315.950012,318.359985,318.359985,625500
2018-04-16,318.589996,330.000000,318.109985,326.600006,326.600006,783000
2018-04-17,330.000000,340.760010,329.579987,334.609985,334.609985,894500
2018-04-18,336.000000,351.170013,335.720001,339.359985,339.359985,1597100
2018-04-19,339.000000,342.579987,334.010010,338.459991,338.459991,709800
2018-04-20,336.059998,339.750000,330.570007,331.950012,331.950012,802800
2018-04-23,333.649994,336.299988,326.000000,330.709991,330.709991,981400
2018-04-24,332.950012,339.040009,329.660004,333.100006,333.100006,849800
2018-04-25,333.220001,342.010010,330.369995,339.519989,339.519989,1360200
2018-04-26,388.329987,425.649994,386.109985,422.500000,422.500000,7034600
2018-04-27,420.279999,433.000000,416.809998,427.350006,427.350006,3145900
2018-04-30,427.600006,432.500000,419.809998,423.329987,423.329987,1681600
2018-05-01,423.290009,431.000000,420.010010,426.010010,426.010010,969900
2018-05-02,424.730011,425.100006,417.579987,421.220001,421.220001,1048300
2018-05-03,420.890015,423.010010,416.660004,419.420013,419.420013,801100
2018-05-04,418.899994,424.100006,417.540009,420.410004,420.410004,704100
2018-05-07,421.609985,421.690002,415.239990,419.619995,419.619995,581100
2018-05-08,418.679993,428.279999,418.010010,424.420013,424.420013,674500
2018-05-09,428.920013,429.929993,422.660004,424.690002,424.690002,571600
2018-05-10,423.820007,426.500000,420.519989,422.670013,422.670013,465200
2018-05-11,422.149994,428.339996,421.720001,424.899994,424.899994,546000
2018-05-14,427.299988,432.829987,423.519989,425.059998,425.059998,824000
2018-05-15,424.739990,431.230011,422.670013,426.559998,426.559998,730900
2018-05-16,429.320007,447.709991,429.320007,444.670013,444.670013,1860700
2018-05-17,444.510010,444.910004,436.089996,438.579987,438.579987,1140900
2018-05-18,438.269989,439.690002,431.049988,431.950012,431.950012,710000
2018-05-21,433.269989,435.750000,430.200012,433.859985,433.859985,412500
2018-05-22,435.769989,435.769989,430.600006,433.440002,433.440002,410700
2018-05-23,432.000000,436.250000,430.640015,435.510010,435.510010,369300
2018-05-24,435.000000,435.589996,430.630005,433.429993,433.429993,297800
2018-05-25,433.910004,436.609985,427.559998,428.959991,428.959991,454500
2018-05-29,428.910004,434.850006,427.000000,433.010010,433.010010,510800
2018-05-30,433.940002,437.339996,432.540009,436.609985,436.609985,385300
2018-05-31,437.079987,441.500000,429.149994,430.179993,430.179993,665900
2018-06-01,431.589996,439.950012,430.959991,438.619995,438.619995,640700
2018-06-04,441.660004,444.500000,438.079987,443.829987,443.829987,568300
2018-06-05,444.690002,456.000000,442.470001,453.339996,453.339996,719400
2018-06-06,453.959991,458.690002,452.130005,453.820007,453.820007,724600
2018-06-07,454.910004,457.750000,446.579987,448.279999,448.279999,509600
2018-06-08,448.989990,459.649994,446.910004,453.380005,453.380005,1388200
2018-06-11,452.820007,470.000000,452.820007,466.640015,466.640015,1128500
2018-06-12,466.440002,469.420013,462.440002,466.299988,466.299988,715200
2018-06-13,466.910004,469.420013,456.950012,457.299988,457.299988,549600
2018-06-14,459.320007,461.399994,454.399994,460.440002,460.440002,493800
2018-06-15,459.880005,465.450012,457.070007,462.010010,462.010010,544700
2018-06-18,459.019989,472.309998,458.589996,468.459991,468.459991,550800
2018-06-19,464.299988,471.200012,464.000000,469.220001,469.220001,554100
2018-06-20,469.299988,470.760010,462.160004,465.500000,465.500000,372800
2018-06-21,468.600006,473.959991,462.739990,463.160004,463.160004,507100
2018-06-22,469.190002,474.459991,464.079987,469.940002,469.940002,662000
2018-06-25,467.000000,467.649994,450.589996,454.170013,454.170013,794100
2018-06-26,455.459991,465.149994,455.000000,461.700012,461.700012,907700
2018-06-27,460.000000,467.510010,455.200012,457.239990,457.239990,628600
2018-06-28,434.549988,440.440002,415.059998,428.359985,428.359985,2254100
2018-06-29,433.000000,437.600006,429.279999,431.369995,431.369995,1022000
2018-07-02,427.980011,442.989990,424.359985,442.820007,442.820007,701300
2018-07-03,443.500000,450.470001,441.019989,448.950012,448.950012,457000
2018-07-05,450.000000,450.000000,444.630005,448.019989,448.019989,472500
2018-07-06,449.850006,451.820007,445.619995,451.040009,451.040009,573500
2018-07-09,454.380005,464.570007,452.760010,463.890015,463.890015,729900
2018-07-10,455.720001,461.140015,452.559998,454.209991,454.209991,671300
2018-07-11,452.739990,459.790009,452.170013,457.179993,457.179993,580600
2018-07-12,459.890015,464.390015,458.399994,459.049988,459.049988,405100
2018-07-13,458.600006,461.000000,456.670013,457.209991,457.209991,349400
2018-07-16,455.160004,458.220001,448.950012,452.059998,452.059998,531900
2018-07-17,451.290009,459.779999,448.529999,452.540009,452.540009,531500
2018-07-18,453.769989,454.739990,448.200012,453.579987,453.579987,308300
2018-07-19,453.000000,458.309998,452.000000,454.829987,454.829987,291500
2018-07-20,453.279999,454.570007,449.010010,451.190002,451.190002,429500
2018-07-23,451.130005,457.059998,448.790009,456.589996,456.589996,443900
2018-07-24,456.950012,456.950012,447.209991,449.480011,449.480011,577500
2018-07-25,446.010010,457.200012,446.010010,451.630005,451.630005,440800
2018-07-26,449.260010,451.540009,446.000000,446.760010,446.760010,875400
2018-07-27,473.839996,483.290009,465.559998,472.299988,472.299988,2182100
2018-07-30,470.149994,472.989990,464.549988,465.470001,465.470001,745400
2018-07-31,448.000000,452.750000,425.880005,433.660004,433.660004,4542100
2018-08-01,435.000000,444.989990,429.010010,442.630005,442.630005,1131400
2018-08-02,440.079987,461.100006,439.429993,460.380005,460.380005,1239700
2018-08-03,460.250000,468.440002,459.000000,463.269989,463.269989,1083300
2018-08-06,464.779999,480.230011,461.809998,475.250000,475.250000,1130000
2018-08-07,476.500000,482.000000,471.019989,478.019989,478.019989,548500
2018-08-08,478.779999,488.239990,477.940002,487.570007,487.570007,804200
2018-08-09,478.779999,493.000000,478.779999,487.679993,487.679993,589200
2018-08-10,484.940002,490.850006,482.440002,485.470001,485.470001,597400
2018-08-13,486.380005,489.959991,481.250000,484.660004,484.660004,383000
2018-08-14,486.820007,495.040009,485.010010,493.320007,493.320007,876300
2018-08-15,504.790009,526.409973,504.739990,525.890015,525.890015,1918600
2018-08-16,526.510010,530.679993,499.440002,502.700012,502.700012,2211500
2018-08-17,505.040009,513.520020,500.489990,510.440002,510.440002,725100
2018-08-20,510.339996,516.760010,504.190002,515.750000,515.750000,598500
2018-08-21,515.750000,522.229980,512.119995,518.900024,518.900024,450900
2018-08-22,519.099976,527.000000,518.020020,523.580017,523.580017,459300
2018-08-23,514.380005,522.690002,511.119995,518.039978,518.039978,705700
2018-08-24,520.539978,522.789978,519.309998,520.710022,520.710022,451400
2018-08-27,511.750000,513.010010,493.459991,495.600006,495.600006,1373600
2018-08-28,496.489990,503.000000,493.420013,494.089996,494.089996,515800
2018-08-29,497.600006,497.600006,485.579987,487.649994,487.649994,771200
2018-08-30,486.380005,490.420013,482.179993,483.989990,483.989990,561200
2018-08-31,480.000000,481.529999,472.000000,475.179993,475.179993,803300
2018-09-04,476.190002,479.450012,471.250000,477.489990,477.489990,593100
2018-09-05,479.100006,481.519989,473.290009,477.880005,477.880005,710500
2018-09-06,479.519989,482.429993,476.260010,481.049988,481.049988,796600
2018-09-07,474.760010,483.290009,468.170013,482.029999,482.029999,780000
2018-09-10,482.779999,490.470001,477.829987,489.119995,489.119995,781200
2018-09-11,489.119995,493.559998,487.339996,488.230011,488.230011,406400
2018-09-12,488.130005,495.850006,484.529999,494.769989,494.769989,513200
2018-09-13,494.799988,497.869995,491.880005,495.940002,495.940002,439100
2018-09-14,497.239990,497.239990,488.510010,491.559998,491.559998,506400
2018-09-17,491.619995,491.619995,481.989990,488.320007,488.320007,633400
2018-09-18,487.630005,493.809998,487.630005,491.489990,491.489990,438800
2018-09-19,491.109985,492.970001,488.839996,490.600006,490.600006,386300
2018-09-20,492.299988,496.890015,477.299988,480.100006,480.100006,654000
2018-09-21,480.480011,480.880005,465.220001,467.369995,467.369995,994700
2018-09-24,465.109985,467.350006,458.079987,465.890015,465.890015,620300
2018-09-25,468.089996,468.899994,463.589996,465.619995,465.619995,354300
2018-09-26,467.299988,471.500000,462.970001,467.910004,467.910004,547900
2018-09-27,469.040009,473.980011,464.350006,465.399994,465.399994,440700
2018-09-28,461.799988,462.309998,453.670013,454.519989,454.519989,932600
2018-10-01,446.970001,458.859985,446.000000,446.970001,446.970001,958100
2018-10-02,448.000000,450.709991,435.760010,436.369995,436.369995,916600
2018-10-03,436.059998,439.989990,431.440002,436.440002,436.440002,707100
2018-10-04,440.000000,447.829987,439.000000,447.769989,447.769989,860500
2018-10-05,446.910004,454.799988,444.160004,449.359985,449.359985,958800
2018-10-08,448.649994,455.000000,444.220001,448.559998,448.559998,839300
2018-10-09,448.950012,455.760010,446.040009,447.089996,447.089996,492600
2018-10-10,445.940002,446.700012,433.299988,434.209991,434.209991,638400
2018-10-11,432.000000,442.429993,430.309998,433.929993,433.929993,659800
2018-10-12,439.549988,444.640015,425.140015,435.709991,435.709991,819200
2018-10-15,434.440002,436.279999,428.779999,431.739990,431.739990,502100
2018-10-16,432.230011,435.339996,424.070007,433.950012,433.950012,941600
2018-10-17,433.290009,434.609985,421.540009,429.850006,429.850006,734400
2018-10-18,424.000000,432.329987,420.859985,431.730011,431.730011,747300
2018-10-19,433.000000,436.510010,427.260010,428.540009,428.540009,511100
2018-10-22,436.049988,437.000000,426.720001,431.190002,431.190002,572700
2018-10-23,430.380005,435.410004,428.359985,434.290009,434.290009,572900
2018-10-24,432.660004,434.380005,411.549988,413.000000,413.000000,840100
2018-10-25,417.260010,427.910004,413.170013,423.880005,423.880005,1272400
2018-10-26,433.100006,441.779999,420.579987,438.380005,438.380005,1632100
2018-10-29,443.480011,453.899994,436.309998,440.869995,440.869995,881300
2018-10-30,438.679993,462.450012,438.119995,461.769989,461.769989,992900
2018-10-31,465.640015,470.779999,455.420013,460.329987,460.329987,1210600
2018-11-01,462.000000,478.420013,457.299988,472.619995,472.619995,788000
2018-11-02,475.910004,482.000000,471.149994,476.390015,476.390015,694100
