Date,Open,High,Low,Close,Adj Close,Volume
2018-08-07,278.269989,279.510010,275.540009,277.450012,276.915039,443600
2018-08-08,277.809998,287.519989,277.000000,286.920013,286.366760,556700
2018-08-09,286.890015,295.239990,285.970001,291.450012,290.888031,567600
2018-08-10,289.769989,293.690002,288.500000,291.309998,290.748291,455200
2018-08-13,293.109985,293.109985,286.899994,288.600006,288.043518,334500
2018-08-14,290.309998,290.309998,284.880005,287.510010,286.955627,962000
2018-08-15,285.500000,287.790009,281.160004,284.190002,283.642029,551400
2018-08-16,285.959991,289.869995,284.899994,287.720001,287.165222,631700
2018-08-17,287.769989,289.059998,284.160004,285.040009,284.490387,329800
2018-08-20,285.049988,286.570007,281.839996,284.750000,284.200928,395700
2018-08-21,285.429993,289.339996,284.790009,287.369995,286.815887,275200
2018-08-22,286.910004,292.000000,286.359985,291.540009,290.977844,432500
2018-08-23,292.239990,294.510010,288.920013,289.399994,288.841980,290400
2018-08-24,289.440002,300.339996,289.440002,297.950012,297.375488,680900
2018-08-27,299.000000,300.000000,295.440002,297.890015,297.315613,452900
2018-08-28,298.500000,299.790009,293.049988,299.429993,298.852631,419200
2018-08-29,301.309998,305.339996,300.070007,300.640015,300.060303,402300
2018-08-30,300.000000,302.089996,299.290009,300.670013,300.090271,216500
2018-08-31,300.910004,302.000000,297.000000,298.559998,297.984314,360700
2018-09-04,298.899994,299.660004,295.950012,296.600006,296.028107,418000
2018-09-05,297.029999,297.119995,288.750000,289.809998,289.251190,540400
2018-09-06,290.260010,292.850006,287.480011,290.529999,289.969788,649600
2018-09-07,289.079987,297.190002,289.079987,294.070007,293.502991,294100
2018-09-10,295.350006,296.089996,293.049988,293.779999,293.213531,342900
2018-09-11,292.269989,293.899994,286.170013,286.619995,286.067322,404500
2018-09-12,286.350006,287.160004,283.010010,285.239990,284.690002,511800
2018-09-13,286.000000,286.179993,281.859985,284.839996,284.839996,277200
2018-09-14,285.950012,285.950012,278.640015,280.049988,280.049988,738900
2018-09-17,278.899994,279.260010,273.630005,274.600006,274.600006,709900
2018-09-18,274.320007,284.510010,274.299988,281.809998,281.809998,637300
2018-09-19,281.989990,281.989990,277.750000,279.470001,279.470001,465600
2018-09-20,281.880005,283.619995,278.950012,282.709991,282.709991,611400
2018-09-21,283.850006,289.489990,283.720001,286.220001,286.220001,871100
2018-09-24,285.489990,290.000000,282.420013,288.989990,288.989990,587500
2018-09-25,289.570007,293.500000,289.500000,290.790009,290.790009,662300
2018-09-26,290.899994,292.470001,286.230011,289.179993,289.179993,413400
2018-09-27,291.670013,293.929993,289.970001,293.450012,293.450012,514500
2018-09-28,293.209991,297.559998,292.880005,294.799988,294.799988,409000
2018-10-01,296.859985,296.859985,284.760010,285.519989,285.519989,476500
2018-10-02,286.859985,286.859985,281.130005,282.279999,282.279999,290800
2018-10-03,284.000000,287.190002,281.910004,286.000000,286.000000,344500
2018-10-04,283.609985,287.329987,280.279999,281.769989,281.769989,389600
2018-10-05,282.709991,285.529999,279.119995,282.910004,282.910004,338100
2018-10-08,280.299988,282.290009,275.489990,280.239990,280.239990,343500
2018-10-09,281.839996,288.640015,277.570007,284.179993,284.179993,366800
2018-10-10,284.179993,285.760010,274.269989,274.920013,274.920013,613400
2018-10-11,273.559998,278.059998,267.420013,270.880005,270.880005,679300
2018-10-12,275.459991,280.950012,272.559998,277.339996,277.339996,583400
2018-10-15,277.899994,279.859985,272.279999,272.940002,272.940002,961000
2018-10-16,264.799988,267.649994,257.200012,259.630005,259.630005,2390800
2018-10-17,261.339996,268.399994,255.080002,267.690002,267.690002,963100
2018-10-18,266.239990,268.679993,260.250000,266.380005,266.380005,823400
2018-10-19,265.929993,270.980011,262.790009,267.750000,267.750000,798300
2018-10-22,268.190002,272.000000,267.329987,267.750000,267.750000,943300
2018-10-23,265.000000,266.500000,262.029999,265.820007,265.820007,592800
2018-10-24,265.690002,265.809998,254.899994,255.490005,255.490005,552900
2018-10-25,256.779999,263.070007,254.479996,261.769989,261.769989,538900
2018-10-26,257.959991,262.709991,253.020004,261.239990,261.239990,550100
2018-10-29,264.410004,268.269989,254.410004,256.489990,256.489990,572400
2018-10-30,255.000000,266.790009,253.699997,266.230011,266.230011,811100
2018-10-31,270.000000,273.260010,265.809998,268.790009,268.790009,698100
2018-11-01,267.850006,269.839996,261.489990,266.049988,266.049988,506800
2018-11-02,267.760010,272.079987,261.329987,265.299988,265.299988,538500
