Date,Open,High,Low,Close,Adj Close,Volume
2017-11-06,59.090000,59.090000,58.389999,58.470001,57.215656,697700
2017-11-07,58.480000,58.619999,58.000000,58.490002,57.235226,919600
2017-11-08,58.459999,59.189999,55.750000,56.310001,55.101994,2992300
2017-11-09,55.669998,56.560001,55.599998,56.400002,55.190063,916800
2017-11-10,56.470001,56.770000,56.180000,56.540001,55.327057,813500
2017-11-13,56.560001,56.959999,56.270000,56.389999,55.180275,787400
2017-11-14,56.459999,57.169998,56.200001,57.009998,55.786972,1056400
2017-11-15,57.009998,57.529999,56.549999,57.240002,56.012047,614500
2017-11-16,57.419998,58.130001,57.009998,57.639999,56.403458,770600
2017-11-17,57.610001,57.880001,57.070000,57.490002,56.256680,981100
2017-11-20,57.630001,57.630001,56.919998,57.180000,55.953331,657600
2017-11-21,57.290001,57.459999,56.549999,56.700001,55.483624,470300
2017-11-22,56.580002,56.689999,56.020000,56.349998,55.141132,441500
2017-11-24,56.119999,56.599998,56.029999,56.230000,55.340431,517300
2017-11-27,56.220001,56.450001,55.810001,56.240002,55.350277,453500
2017-11-28,56.340000,56.990002,56.230000,56.959999,56.058884,333400
2017-11-29,57.000000,58.470001,57.000000,58.400002,57.476105,732100
2017-11-30,58.430000,59.709999,58.160000,59.700001,58.755539,848500
2017-12-01,59.770000,59.840000,58.610001,58.959999,58.027241,860300
2017-12-04,59.000000,61.049999,58.990002,60.580002,59.621613,1478900
2017-12-05,60.820000,61.529999,60.419998,61.000000,60.034969,848900
2017-12-06,60.779999,61.540001,59.669998,60.020000,59.070473,717800
2017-12-07,60.009998,60.790001,59.250000,60.599998,59.641293,542800
2017-12-08,60.590000,60.650002,59.840000,60.299999,59.346043,509300
2017-12-11,60.459999,60.779999,59.790001,60.340000,59.385410,670900
2017-12-12,60.189999,60.689999,59.590000,60.639999,59.680664,581400
2017-12-13,60.459999,61.430000,60.160000,60.980000,60.015282,397800
2017-12-14,61.080002,61.389999,60.590000,60.709999,59.749557,384300
2017-12-15,60.980000,61.660000,60.779999,61.369999,60.399117,970200
2017-12-18,61.419998,62.110001,61.259998,61.919998,60.940411,800700
2017-12-19,62.150002,64.440002,61.650002,63.490002,62.485577,1884500
2017-12-20,63.689999,63.720001,62.869999,63.490002,62.485577,701600
2017-12-21,63.799999,65.540001,63.560001,65.010002,63.981533,1556600
2017-12-22,65.680000,65.680000,64.690002,64.809998,63.784695,728900
2017-12-26,64.889999,65.580002,64.879997,65.260002,64.227570,381800
2017-12-27,65.379997,65.730003,65.330002,65.510002,64.473625,404400
2017-12-28,65.529999,65.529999,64.879997,65.320000,64.286629,430500
2017-12-29,65.300003,65.300003,64.459999,64.470001,63.450073,378300
2018-01-02,65.000000,66.279999,64.739998,65.550003,64.512985,1010400
2018-01-03,65.650002,66.400002,65.470001,66.029999,64.985390,486200
2018-01-04,66.139999,66.440002,64.839996,64.949997,63.922474,854300
2018-01-05,65.000000,65.110001,63.919998,64.400002,63.381180,999400
2018-01-08,64.459999,64.629997,63.730000,64.389999,63.371338,752700
2018-01-09,64.300003,64.540001,63.549999,63.639999,62.633198,570800
2018-01-10,63.340000,63.720001,62.849998,63.029999,62.032852,771800
2018-01-11,63.049999,63.570000,62.910000,63.200001,62.200165,627100
2018-01-12,63.250000,64.669998,63.099998,64.389999,63.371338,579100
2018-01-16,64.919998,65.150002,63.279999,63.700001,62.692257,624400
2018-01-17,63.980000,64.400002,63.590000,63.790001,62.780834,733200
2018-01-18,63.930000,65.370003,63.619999,65.089996,64.060257,897600
2018-01-19,65.080002,65.330002,63.869999,64.559998,63.538651,875100
2018-01-22,65.930000,65.930000,64.089996,64.760002,63.735489,799000
2018-01-23,64.900002,66.849998,64.599998,66.680000,65.625107,1183800
2018-01-24,66.739998,67.709999,66.510002,67.669998,66.599449,1185700
2018-01-25,67.910004,68.449997,67.110001,68.379997,67.298210,906600
2018-01-26,68.080002,68.230003,67.389999,68.180000,67.101379,825200
2018-01-29,65.589996,67.059998,64.769997,66.559998,65.507004,1565100
2018-01-30,66.029999,66.029999,64.919998,65.500000,64.463776,908400
2018-01-31,65.980003,66.199997,64.489998,64.650002,63.627228,830000
2018-02-01,64.209999,65.080002,63.799999,64.279999,63.263077,760600
2018-02-02,64.050003,64.050003,62.240002,62.340000,61.353767,918700
2018-02-05,61.840000,62.470001,60.070000,60.840000,59.877502,1843100
2018-02-06,58.470001,61.000000,56.770000,59.709999,58.765377,2617700
2018-02-07,59.709999,60.110001,58.209999,58.860001,57.928825,1762900
2018-02-08,58.040001,60.119999,57.740002,59.160000,58.224075,2395800
2018-02-09,59.290001,59.369999,57.279999,58.570000,57.643414,2807800
